region,fiscal_year,value,agent,method,suburb
Northern Metropolitan,2017,840500,Rendina,S,Kensington
Northern Metropolitan,2017,876000,Rendina,S,Kensington
Southern Metropolitan,2017,1995000,Nelson,S,Kew
Southern Metropolitan,2017,1800000,MICM,VB,Kew
Southern Metropolitan,2017,600000,Nelson,S,Kew
Southern Metropolitan,2017,797000,Jellis,S,Kew
Southern Metropolitan,2017,3001000,Woodards,S,Kew
South-Eastern Metropolitan,2017,752000,Buxton,PI,Keysborough
Eastern Metropolitan,2017,685000,LJ,S,Kilsyth
Southern Metropolitan,2017,670000,Jellis,VB,Kooyong
Northern Metropolitan,2017,705500,Harcourts,S,Lalor
Northern Metropolitan,2017,685000,Love,S,Lalor
Northern Metropolitan,2017,560000,Harcourts,S,Lalor
Northern Metropolitan,2017,511500,Harcourts,SP,Lalor
Northern Metropolitan,2017,360000,Harcourts,S,Lalor
Northern Metropolitan,2017,645000,Barry,S,Lalor
Northern Metropolitan,2017,701000,Nelson,S,MacLeod
Western Metropolitan,2017,810000,Biggin,S,Maidstone
Southern Metropolitan,2017,1000000,RT,PI,Malvern
Southern Metropolitan,2017,1275000,Tim,S,Malvern East
Southern Metropolitan,2017,1690000,Marshall,SP,Malvern East
Southern Metropolitan,2017,3600000,Marshall,S,Malvern East
Western Metropolitan,2017,815000,Edward,S,Maribyrnong
Western Metropolitan,2017,920000,Biggin,VB,Maribyrnong
Southern Metropolitan,2017,1140000,Hodges,S,McKinnon
Southern Metropolitan,2017,1172500,Buxton,S,McKinnon
Southern Metropolitan,2017,1473000,hockingstuart,S,McKinnon
Northern Metropolitan,2017,467000,Raine,S,Meadow Heights
Western Victoria,2017,405000,hockingstuart,S,Melton
Western Victoria,2017,420000,hockingstuart,S,Melton South
Western Victoria,2017,465000,Reliance,S,Melton South
Northern Metropolitan,2017,440000,RW,S,Mernda
Southern Metropolitan,2017,1210000,Marshall,PI,Middle Park
Northern Metropolitan,2017,625000,Ray,S,Mill Park
Northern Metropolitan,2017,428000,Ray,S,Mill Park
Northern Metropolitan,2017,745000,Ray,S,Mill Park
Northern Metropolitan,2017,600000,Ray,S,Mill Park
Northern Metropolitan,2017,722500,Ray,S,Mill Park
Northern Metropolitan,2017,421000,Ray,S,Mill Park
Northern Metropolitan,2017,614000,Harcourts,S,Mill Park
Eastern Metropolitan,2017,890000,Ray,S,Mitcham
Eastern Metropolitan,2017,1720000,Noel,VB,Mitcham
Eastern Metropolitan,2017,960000,Noel,VB,Mitcham
Eastern Metropolitan,2017,755000,Buckingham,S,Montmorency
Western Metropolitan,2017,286000,Nelson,PI,Moonee Ponds
Western Metropolitan,2017,1375000,Brad,S,Moonee Ponds
Western Metropolitan,2017,1050000,Nelson,PI,Moonee Ponds
Southern Metropolitan,2017,1401500,Buxton,S,Moorabbin
South-Eastern Metropolitan,2017,920000,O'Brien,S,Mordialloc
South-Eastern Metropolitan,2017,1110000,Ray,S,Mordialloc
Eastern Victoria,2017,620000,Max,VB,Mount Evelyn
Eastern Metropolitan,2017,1200000,McGrath,VB,Mount Waverley
Eastern Metropolitan,2017,1387000,Ray,S,Mount Waverley
Eastern Metropolitan,2017,970000,Buxton,SP,Mount Waverley
Eastern Metropolitan,2017,870000,Buxton,S,Mount Waverley
Eastern Metropolitan,2017,1250000,Ray,S,Mount Waverley
Eastern Metropolitan,2017,1450000,Jellis,VB,Mount Waverley
South-Eastern Metropolitan,2017,865000,Win,S,Mulgrave
Southern Metropolitan,2017,1410000,Woodards,S,Murrumbeena
Southern Metropolitan,2017,1220500,Ray,S,Murrumbeena
Southern Metropolitan,2017,357000,Gary,S,Murrumbeena
Southern Metropolitan,2017,1920000,Marshall,S,Murrumbeena
South-Eastern Metropolitan,2017,565000,Stockdale,SP,Narre Warren
South-Eastern Metropolitan,2017,597500,Ray,SP,Narre Warren
Western Metropolitan,2017,1250000,Greg,S,Newport
Western Metropolitan,2017,1230000,Williams,S,Newport
Western Metropolitan,2017,1220000,Hunter,SP,Newport
Western Metropolitan,2017,1315000,Barry,S,Niddrie
South-Eastern Metropolitan,2017,660000,Leyton,S,Noble Park
Northern Metropolitan,2017,570000,Alexkarbon,VB,North Melbourne
Northern Metropolitan,2017,850000,W.B.,VB,North Melbourne
Eastern Metropolitan,2017,1550000,Jellis,VB,North Warrandyte
Northern Metropolitan,2017,1000000,Nelson,VB,Northcote
Northern Metropolitan,2017,1240000,Nelson,S,Northcote
Northern Metropolitan,2017,1590000,Jellis,S,Northcote
Northern Metropolitan,2017,1275000,Jellis,VB,Northcote
Northern Metropolitan,2017,1350000,Nelson,VB,Northcote
Eastern Metropolitan,2017,1015000,Stockdale,S,Nunawading
Eastern Metropolitan,2017,1075000,Ray,PI,Nunawading
Northern Metropolitan,2017,821000,Stockdale,S,Oak Park
Northern Metropolitan,2017,1071888,Rendina,SP,Oak Park
Northern Metropolitan,2017,560000,Eview,SP,Oak Park
Southern Metropolitan,2017,1750000,HAR,S,Oakleigh
Southern Metropolitan,2017,1210000,Buxton,S,Oakleigh East
Southern Metropolitan,2017,1380000,Ray,S,Oakleigh East
South-Eastern Metropolitan,2017,1500000,Buxton,S,Oakleigh South
South-Eastern Metropolitan,2017,1215000,Buxton,S,Oakleigh South
South-Eastern Metropolitan,2017,1265000,HAR,S,Oakleigh South
South-Eastern Metropolitan,2017,1050000,Buxton,S,Oakleigh South
Southern Metropolitan,2017,790000,Gary,S,Ormond
Eastern Victoria,2017,410500,C21,S,Pakenham
South-Eastern Metropolitan,2017,1230000,Buxton,S,Parkdale
South-Eastern Metropolitan,2017,1200000,Buxton,SP,Parkdale
South-Eastern Metropolitan,2017,1300000,Buxton,SP,Parkdale
South-Eastern Metropolitan,2017,1400000,Buxton,VB,Parkdale
Northern Metropolitan,2017,955000,Raine,S,Pascoe Vale
Northern Metropolitan,2017,860000,Nelson,SP,Pascoe Vale
Northern Metropolitan,2017,740000,Brad,S,Pascoe Vale
Southern Metropolitan,2017,816000,hockingstuart,S,Port Melbourne
Southern Metropolitan,2017,800000,Greg,S,Port Melbourne
Southern Metropolitan,2017,1020000,hockingstuart,S,Prahran
Southern Metropolitan,2017,660000,Jellis,S,Prahran
Northern Metropolitan,2017,1242000,McGrath,S,Preston
Northern Metropolitan,2017,1365000,RW,S,Preston
Northern Metropolitan,2017,691000,Miles,S,Preston
Northern Metropolitan,2017,660000,Jellis,PI,Preston
Northern Metropolitan,2017,875000,Harcourts,S,Preston
Northern Metropolitan,2017,1350000,RW,S,Preston
Northern Metropolitan,2017,1020000,Nelson,VB,Preston
Northern Metropolitan,2017,900000,Ray,S,Reservoir
Northern Metropolitan,2017,630000,Woodards,S,Reservoir
Northern Metropolitan,2017,970000,Harcourts,S,Reservoir
Northern Metropolitan,2017,877500,Nelson,S,Reservoir
Northern Metropolitan,2017,912000,Ray,S,Reservoir
Northern Metropolitan,2017,550000,Nelson,VB,Reservoir
Northern Metropolitan,2017,685000,Nelson,S,Reservoir
Northern Metropolitan,2017,270000,Stockdale,PI,Reservoir
Northern Metropolitan,2017,790000,RW,SP,Reservoir
Northern Metropolitan,2017,670000,Barry,S,Reservoir
Northern Metropolitan,2017,911000,Harcourts,S,Reservoir
Northern Metropolitan,2017,365000,Ray,SP,Reservoir
Northern Metropolitan,2017,470000,RW,VB,Reservoir
Northern Metropolitan,2017,890500,Biggin,SP,Richmond
Northern Metropolitan,2017,665000,hockingstuart,PI,Richmond
Northern Metropolitan,2017,355000,Biggin,SP,Richmond
Northern Metropolitan,2017,1300000,Jellis,VB,Richmond
Northern Metropolitan,2017,717000,Nelson,S,Richmond
Northern Metropolitan,2017,1530000,Marshall,S,Richmond
Northern Victoria,2017,817000,Raine,S,Riddells Creek
Northern Victoria,2017,967500,Keatings,S,Riddells Creek
Eastern Metropolitan,2017,1291000,Ray,S,Ringwood
Eastern Metropolitan,2017,1085000,Fletchers,S,Ringwood
Eastern Metropolitan,2017,750000,Fletchers,S,Ringwood North
Southern Metropolitan,2017,1005000,McGrath,PI,Ripponlea
South-Eastern Metropolitan,2017,860000,Fletchers,S,Rowville
South-Eastern Metropolitan,2017,645000,Harcourts,SP,Sandhurst
Southern Metropolitan,2017,1770000,Charlton,S,Sandringham
Southern Metropolitan,2017,2250000,hockingstuart,VB,Sandringham
Eastern Metropolitan,2017,833800,Barry,SP,Scoresby
South-Eastern Metropolitan,2017,900000,Aquire,S,Seaford
South-Eastern Metropolitan,2017,585000,Buxton,SA,Seaford
South-Eastern Metropolitan,2017,800000,Buxton,S,Seaford
South-Eastern Metropolitan,2017,1050000,U,S,Seaford
Western Metropolitan,2017,1085000,Village,S,Seddon
Eastern Victoria,2017,1070000,Ray,S,Silvan
Southern Metropolitan,2017,1700000,Conquest,S,South Melbourne
Northern Metropolitan,2017,642000,Ray,S,South Morang
Northern Metropolitan,2017,545000,Stockdale,S,South Morang
Southern Metropolitan,2017,470000,Dingle,PI,South Yarra
Southern Metropolitan,2017,945000,Castran,PI,South Yarra
Southern Metropolitan,2017,537000,Rombotis,SP,South Yarra
Southern Metropolitan,2017,850000,RT,VB,South Yarra
Southern Metropolitan,2017,900000,Castran,VB,South Yarra
Southern Metropolitan,2017,1810000,Jellis,S,South Yarra
Western Metropolitan,2017,785000,Williams,S,Spotswood
South-Eastern Metropolitan,2017,721000,Hall,S,Springvale
South-Eastern Metropolitan,2017,770000,Stockdale,S,Springvale
South-Eastern Metropolitan,2017,1005000,Leyton,S,Springvale
Western Metropolitan,2017,492000,Ray,SP,St Albans
Western Metropolitan,2017,600000,FN,PI,St Albans
Southern Metropolitan,2017,1650000,Wilson,PI,St Kilda
Western Metropolitan,2017,950000,Considine,PI,Strathmore
Western Metropolitan,2017,883000,Considine,S,Strathmore
Western Metropolitan,2017,1650000,Trimson,S,Strathmore
Western Metropolitan,2017,423000,YPA,S,Sunbury
Western Metropolitan,2017,571750,YPA,S,Sunbury
Western Metropolitan,2017,755000,Brad,S,Sunbury
Western Metropolitan,2017,755000,Jas,S,Sunshine
Western Metropolitan,2017,780000,Sweeney,S,Sunshine West
Western Metropolitan,2017,518000,HAR,S,Sunshine West
Southern Metropolitan,2017,2000000,Noel,VB,Surrey Hills
Southern Metropolitan,2017,1050000,Marshall,S,Surrey Hills
Western Metropolitan,2017,725000,Barry,S,Taylors Lakes
Western Metropolitan,2017,716000,Barry,S,Taylors Lakes
Eastern Metropolitan,2017,1450000,Jellis,PI,Templestowe
Eastern Metropolitan,2017,1860000,Jellis,PI,Templestowe
Eastern Metropolitan,2017,1181000,Jellis,S,Templestowe Lower
Eastern Metropolitan,2017,1352000,Ray,S,Templestowe Lower
Northern Metropolitan,2017,632500,Harcourts,S,Thomastown
Northern Metropolitan,2017,460000,Love,S,Thomastown
Northern Metropolitan,2017,651000,Harcourts,S,Thomastown
Northern Metropolitan,2017,831000,Barry,S,Thomastown
Northern Metropolitan,2017,1250000,Jellis,PI,Thornbury
Northern Metropolitan,2017,1460000,Nelson,S,Thornbury
Northern Metropolitan,2017,1320000,Nelson,S,Thornbury
Northern Metropolitan,2017,1000000,Nelson,PI,Thornbury
Northern Metropolitan,2017,1420000,Ray,S,Thornbury
Southern Metropolitan,2017,640000,hockingstuart,PI,Toorak
Southern Metropolitan,2017,720000,Jellis,VB,Toorak
Western Metropolitan,2017,856000,Nelson,S,Travancore
Eastern Metropolitan,2017,1235000,Noel,SP,Vermont
Eastern Metropolitan,2017,1425000,McGrath,PI,Vermont South
Eastern Metropolitan,2017,1650000,Noel,PI,Vermont South
Eastern Metropolitan,2017,1400000,Jellis,PI,Vermont South
Eastern Metropolitan,2017,1290000,Ray,S,Vermont South
Eastern Metropolitan,2017,1070000,Miles,VB,Viewbank
Eastern Metropolitan,2017,825000,Barry,S,Viewbank
Eastern Metropolitan,2017,1061000,Fletchers,S,Viewbank
Eastern Metropolitan,2017,1000000,Barry,SP,Wantirna
Eastern Metropolitan,2017,821000,Ray,S,Wantirna
Eastern Metropolitan,2017,717000,Barry,SP,Wantirna South
Eastern Metropolitan,2017,1160000,Ray,S,Wantirna South
Eastern Metropolitan,2017,1180000,Ray,S,Wantirna South
Northern Metropolitan,2017,800000,Buckingham,SP,Watsonia North
Western Metropolitan,2017,375000,PRDNationwide,S,Werribee
Western Metropolitan,2017,749000,Jas,S,West Footscray
Northern Metropolitan,2017,1370000,Jellis,S,West Melbourne
South-Eastern Metropolitan,2017,1272000,Jellis,S,Wheelers Hill
Southern Metropolitan,2017,957500,hockingstuart,S,Windsor
Southern Metropolitan,2017,2080000,Kay,PI,Windsor
Northern Metropolitan,2017,852000,Barry,S,Yallambie
Western Metropolitan,2017,1435000,Nelson,SP,Yarraville
Southern Metropolitan,2016,450000,hockingstuart,PI,Armadale
Northern Metropolitan,2016,880000,Nelson,S,Brunswick
Northern Metropolitan,2016,1000000,Nelson,S,Brunswick
Northern Metropolitan,2016,754000,Nelson,S,Brunswick
Northern Metropolitan,2016,916000,Nelson,S,Brunswick
Northern Metropolitan,2016,590000,Woodards,S,Brunswick
Northern Metropolitan,2016,575000,Nelson,S,Brunswick
Southern Metropolitan,2017,710000,Jellis,S,Armadale
Southern Metropolitan,2017,872000,Jellis,S,Armadale
Southern Metropolitan,2017,598000,hockingstuart,S,Armadale
Southern Metropolitan,2017,1285000,Marshall,S,Armadale
Southern Metropolitan,2017,3660000,Jellis,S,Armadale
Northern Metropolitan,2017,1020000,Jellis,S,Brunswick
Northern Metropolitan,2017,1510000,Nelson,S,Brunswick
Northern Metropolitan,2017,801000,Jellis,S,Brunswick
Northern Metropolitan,2017,820000,Jellis,SP,Brunswick
Northern Metropolitan,2017,920000,Peter,PI,Abbotsford
Western Metropolitan,2017,2015000,McDonald,S,Aberfeldie
Western Metropolitan,2017,485000,Walshe,SP,Aberfeldie
Western Metropolitan,2017,786000,Barry,S,Airport West
Western Metropolitan,2017,780000,Nelson,VB,Airport West
Western Metropolitan,2017,628000,Barry,S,Airport West
Western Metropolitan,2017,740000,Nelson,VB,Airport West
Southern Metropolitan,2017,1710000,Marshall,S,Albert Park
Western Metropolitan,2017,965000,hockingstuart,S,Albion
Western Metropolitan,2017,746000,Douglas,S,Albion
Northern Metropolitan,2017,2720000,McGrath,S,Alphington
Northern Metropolitan,2017,1870000,Nelson,S,Alphington
Northern Metropolitan,2017,1965000,Abercromby's,S,Alphington
Western Metropolitan,2017,1650000,Barlow,S,Altona
Southern Metropolitan,2017,7000000,Kay,PI,Armadale
Southern Metropolitan,2017,1851000,Marshall,S,Armadale
Southern Metropolitan,2017,3000000,Kay,PI,Armadale
Western Metropolitan,2017,450000,Nelson,S,Ascot Vale
Southern Metropolitan,2017,815000,Buxton,PI,Ashburton
Southern Metropolitan,2017,1450000,Tim,S,Ashwood
South-Eastern Metropolitan,2017,1260000,Buxton,PI,Aspendale
South-Eastern Metropolitan,2017,1210000,Barry,SP,Aspendale
South-Eastern Metropolitan,2017,1125000,O'Brien,PI,Aspendale
South-Eastern Metropolitan,2017,437000,hockingstuart,S,Aspendale
Northern Metropolitan,2017,1175000,Barry,S,Attwood
Western Metropolitan,2017,1375000,Nelson,VB,Avondale Heights
Western Metropolitan,2017,860000,McDonald,PI,Avondale Heights
Western Metropolitan,2017,800000,Nelson,VB,Avondale Heights
Western Metropolitan,2017,820000,Nelson,PI,Avondale Heights
Western Metropolitan,2017,1330000,Nelson,VB,Avondale Heights
Western Metropolitan,2017,1000000,Nelson,PI,Avondale Heights
Southern Metropolitan,2017,540000,Biggin,SP,Balaclava
Southern Metropolitan,2017,1280000,Noel,S,Balwyn
Southern Metropolitan,2017,1760000,Jellis,PI,Balwyn
Southern Metropolitan,2017,1950000,Jellis,VB,Balwyn
Southern Metropolitan,2017,1500000,Fletchers,VB,Balwyn North
Southern Metropolitan,2017,1590000,Fletchers,S,Balwyn North
Southern Metropolitan,2017,1550000,Jellis,VB,Balwyn North
Southern Metropolitan,2017,2200000,Buxton,PI,Balwyn North
Southern Metropolitan,2017,1350000,hockingstuart,S,Balwyn North
Southern Metropolitan,2017,2600000,Jellis,PI,Balwyn North
Southern Metropolitan,2017,1730000,Fletchers,SP,Balwyn North
Southern Metropolitan,2017,1038000,Noel,S,Balwyn North
Eastern Metropolitan,2017,590000,Fletchers,S,Bayswater
Eastern Metropolitan,2017,860000,Noel,PI,Bayswater
Eastern Metropolitan,2017,735000,Fletchers,S,Bayswater North
Southern Metropolitan,2017,1815000,Ray,S,Beaumaris
Southern Metropolitan,2017,1815000,Ray,S,Beaumaris
Southern Metropolitan,2017,975500,Barry,S,Beaumaris
Southern Metropolitan,2017,1515000,hockingstuart,S,Beaumaris
Southern Metropolitan,2017,1950000,Ray,VB,Beaumaris
Southern Metropolitan,2017,1730000,C21,S,Beaumaris
Southern Metropolitan,2017,1587500,Buxton,S,Bentleigh
Southern Metropolitan,2017,665000,Buxton,SP,Bentleigh
Southern Metropolitan,2017,1215000,Barry,S,Bentleigh East
Southern Metropolitan,2017,510000,Jellis,SP,Bentleigh East
Southern Metropolitan,2017,1230000,C21,S,Bentleigh East
Southern Metropolitan,2017,1530000,C21,S,Bentleigh East
Southern Metropolitan,2017,1620000,Jellis,S,Bentleigh East
Southern Metropolitan,2017,1315000,C21,S,Bentleigh East
Southern Metropolitan,2017,1100000,Buxton,PI,Bentleigh East
Southern Metropolitan,2017,1435000,Ray,S,Bentleigh East
Southern Metropolitan,2017,890000,Buxton,S,Bentleigh East
Southern Metropolitan,2017,1210000,Buxton,SP,Bentleigh East
Southern Metropolitan,2017,1200000,Jellis,S,Bentleigh East
Southern Metropolitan,2017,1245000,Greg,S,Bentleigh East
Southern Metropolitan,2017,1050000,Gary,PI,Bentleigh East
Southern Metropolitan,2017,1060000,Jellis,PI,Bentleigh East
Southern Metropolitan,2017,1750000,Chisholm,S,Black Rock
Eastern Metropolitan,2017,1180000,Fletchers,S,Blackburn
Eastern Metropolitan,2017,1300000,Noel,S,Blackburn
Eastern Metropolitan,2017,1230000,RW,S,Blackburn North
Eastern Metropolitan,2017,1370000,Noel,S,Blackburn North
Eastern Metropolitan,2017,1150000,Fletchers,S,Blackburn South
South-Eastern Metropolitan,2017,1850000,O'Brien,PI,Bonbeach
Eastern Metropolitan,2017,666000,Ray,S,Boronia
Eastern Metropolitan,2017,805000,McGrath,SP,Boronia
Eastern Metropolitan,2017,940000,LJ,S,Boronia
Eastern Metropolitan,2017,1700600,Lindellas,SP,Box Hill
Eastern Metropolitan,2017,1285000,Noel,S,Box Hill
Western Metropolitan,2017,1036000,Barry,S,Braybrook
Eastern Metropolitan,2017,1092000,Morrison,S,Briar Hill
Eastern Metropolitan,2017,1120000,Buckingham,S,Briar Hill
Eastern Metropolitan,2017,715000,Darren,S,Briar Hill
Southern Metropolitan,2017,3780000,For,SP,Brighton
Southern Metropolitan,2017,2340000,Buxton,S,Brighton
Southern Metropolitan,2017,2000000,RT,S,Brighton East
Southern Metropolitan,2017,1700000,Buxton,VB,Brighton East
Southern Metropolitan,2017,1775000,Nick,PI,Brighton East
Northern Metropolitan,2017,680000,YPA,S,Broadmeadows
Northern Metropolitan,2017,567500,Stockdale,S,Broadmeadows
Northern Metropolitan,2017,380000,YPA,PI,Broadmeadows
Northern Metropolitan,2017,423000,YPA,S,Broadmeadows
Northern Metropolitan,2017,580000,Eview,SP,Broadmeadows
Western Victoria,2017,555000,YPA,SP,Brookfield
Northern Metropolitan,2017,991000,Nelson,S,Brunswick
Northern Metropolitan,2017,1700000,Jellis,VB,Brunswick
Northern Metropolitan,2017,865000,Barry,PI,Brunswick
Northern Metropolitan,2017,849000,Barry,S,Brunswick
Northern Metropolitan,2017,1300000,Barry,PI,Brunswick
Northern Metropolitan,2017,602000,Raine,S,Brunswick
Northern Metropolitan,2017,1385000,Jellis,S,Brunswick
Northern Metropolitan,2017,1335000,Nelson,S,Brunswick
Northern Metropolitan,2017,720000,Jellis,S,Brunswick East
Northern Metropolitan,2017,1385000,Barry,S,Brunswick West
Northern Metropolitan,2017,1100000,Raine,PI,Brunswick West
Eastern Metropolitan,2017,1350000,Barry,PI,Bulleen
Eastern Metropolitan,2017,2285000,Barry,S,Bulleen
Eastern Metropolitan,2017,1680000,Barry,PI,Bulleen
Eastern Metropolitan,2017,1245000,Barry,S,Bulleen
Northern Metropolitan,2017,822000,Barry,S,Bundoora
Northern Metropolitan,2017,521000,Barry,S,Bundoora
Northern Metropolitan,2017,700000,Nelson,VB,Bundoora
Northern Metropolitan,2017,1290000,Hodges,S,Burnley
Western Metropolitan,2017,475000,YPA,S,Burnside
Southern Metropolitan,2017,890000,Fletchers,SP,Burwood
Southern Metropolitan,2017,891000,RW,S,Burwood
Southern Metropolitan,2017,1712000,Fletchers,S,Burwood
Eastern Metropolitan,2017,1053000,Fletchers,S,Burwood East
Eastern Metropolitan,2017,701000,Buxton,S,Burwood East
Eastern Metropolitan,2017,1160000,Buxton,PI,Burwood East
Western Metropolitan,2017,800000,Barry,S,Cairnlea
Western Metropolitan,2017,740000,Barry,PI,Cairnlea
Western Metropolitan,2017,771200,HAR,S,Cairnlea
Southern Metropolitan,2017,1800000,Garvey,VB,Camberwell
Southern Metropolitan,2017,2900000,Jellis,PI,Camberwell
Southern Metropolitan,2017,410000,Jellis,VB,Camberwell
Southern Metropolitan,2017,745000,Jellis,SP,Camberwell
Southern Metropolitan,2017,2300000,Buxton,PI,Camberwell
Southern Metropolitan,2017,1580000,Garvey,VB,Camberwell
Southern Metropolitan,2017,653000,Jellis,S,Camberwell
Northern Metropolitan,2017,570000,Barry,SP,Campbellfield
Southern Metropolitan,2017,3600000,Marshall,VB,Canterbury
Southern Metropolitan,2017,4508000,Jellis,S,Canterbury
Southern Metropolitan,2017,2400000,Fletchers,S,Canterbury
Southern Metropolitan,2017,1374500,hockingstuart,S,Canterbury
Northern Metropolitan,2017,5460000,Nelson,S,Carlton
Northern Metropolitan,2017,1350000,LITTLE,PI,Carlton
Northern Metropolitan,2017,2700000,Nelson,VB,Carlton North
Northern Metropolitan,2017,1670000,Nelson,VB,Carlton North
Southern Metropolitan,2017,560000,Woodards,S,Carnegie
Southern Metropolitan,2017,730000,Gary,S,Carnegie
Western Metropolitan,2017,740000,Barry,S,Caroline Springs
Western Metropolitan,2017,675000,YPA,S,Caroline Springs
Western Metropolitan,2017,700000,FN,PI,Caroline Springs
Western Metropolitan,2017,499000,Calder,S,Caroline Springs
South-Eastern Metropolitan,2017,580000,O'Brien,PI,Carrum Downs
Southern Metropolitan,2017,348000,Rodney,S,Caulfield South
Southern Metropolitan,2017,620000,Gary,S,Caulfield South
Southern Metropolitan,2017,1450000,Gary,S,Caulfield South
Southern Metropolitan,2017,1221000,Buxton,S,Chadstone
Southern Metropolitan,2017,1472000,Buxton,S,Chadstone
Southern Metropolitan,2017,1080000,Buxton,S,Chadstone
South-Eastern Metropolitan,2017,660000,Eview,S,Chelsea
South-Eastern Metropolitan,2017,958000,hockingstuart,S,Chelsea
Southern Metropolitan,2017,740000,hockingstuart,S,Cheltenham
Southern Metropolitan,2017,755000,Pride,S,Cheltenham
Southern Metropolitan,2017,990000,hockingstuart,S,Cheltenham
Southern Metropolitan,2017,1295000,Obrien,S,Cheltenham
Eastern Victoria,2017,750000,Jellis,VB,Chirnside Park
South-Eastern Metropolitan,2017,1050000,Buxton,PI,Clayton
South-Eastern Metropolitan,2017,1445000,Harcourts,S,Clayton
South-Eastern Metropolitan,2017,736000,Fletchers,S,Clayton
South-Eastern Metropolitan,2017,890000,Fletchers,SP,Clayton
Northern Metropolitan,2017,870000,Jellis,S,Clifton Hill
Northern Metropolitan,2017,830000,Peter,S,Coburg
Northern Metropolitan,2017,1240000,Jellis,VB,Coburg
Northern Metropolitan,2017,1170000,Brad,SP,Coburg
Northern Metropolitan,2017,621000,Nelson,S,Coburg
Northern Metropolitan,2017,870000,Nelson,S,Coburg
Northern Metropolitan,2017,1100000,Barry,PI,Coburg
Northern Metropolitan,2017,460000,Brad,VB,Coburg
Northern Metropolitan,2017,1155000,Barry,S,Coburg
Northern Metropolitan,2017,672500,RW,S,Coburg North
Northern Metropolitan,2017,750000,Re,PI,Coburg North
Northern Metropolitan,2017,800000,hockingstuart,SP,Coburg North
Northern Metropolitan,2017,888500,Jellis,SP,Collingwood
Northern Metropolitan,2017,525000,Barry,S,Craigieburn
Northern Metropolitan,2017,480000,LJ,SP,Craigieburn
Northern Metropolitan,2017,482000,Nelson,S,Craigieburn
Northern Metropolitan,2017,652000,YPA,S,Craigieburn
South-Eastern Metropolitan,2017,455000,Munn,SP,Cranbourne West
Northern Metropolitan,2017,1315000,Biggin,S,Cremorne
Northern Metropolitan,2017,1265500,Biggin,S,Cremorne
Eastern Metropolitan,2017,682000,hockingstuart,S,Croydon
Eastern Metropolitan,2017,740000,Barry,S,Croydon
Eastern Metropolitan,2017,965000,McGrath,S,Croydon
Eastern Metropolitan,2017,800000,McGrath,PI,Croydon North
Eastern Metropolitan,2017,581000,Philip,S,Croydon North
Eastern Metropolitan,2017,1010000,Philip,S,Croydon South
Northern Metropolitan,2017,485000,Stockdale,SP,Dallas
Northern Metropolitan,2017,475000,YPA,S,Dallas
South-Eastern Metropolitan,2017,334000,Stockdale,S,Dandenong
South-Eastern Metropolitan,2017,460000,C21,S,Dandenong
South-Eastern Metropolitan,2017,668400,Del,SP,Dandenong North
South-Eastern Metropolitan,2017,741000,Barry,S,Dandenong North
South-Eastern Metropolitan,2017,718000,Stockdale,S,Dandenong North
Western Victoria,2017,380000,FN,S,Darley
Western Metropolitan,2017,620000,FN,S,Deer Park
Western Metropolitan,2017,500000,Biggin,SP,Deer Park
Western Metropolitan,2017,610000,Ray,S,Deer Park
Western Metropolitan,2017,760000,YPA,SP,Derrimut
Western Metropolitan,2017,860000,FN,PI,Derrimut
Northern Victoria,2017,840000,Barry,S,Diamond Creek
South-Eastern Metropolitan,2017,706000,Buxton,S,Dingley Village
Eastern Metropolitan,2017,1870000,VICPROP,PI,Doncaster
Eastern Metropolitan,2017,1358000,RT,SP,Doncaster
Eastern Metropolitan,2017,1290000,Barry,PI,Doncaster
Eastern Metropolitan,2017,2113500,Jellis,S,Doncaster
Eastern Metropolitan,2017,750000,Barry,PI,Doncaster
Eastern Metropolitan,2017,786000,Ray,SA,Doncaster
Eastern Metropolitan,2017,1400000,Barry,S,Doncaster
Eastern Metropolitan,2017,1150000,Barry,PI,Doncaster
Eastern Metropolitan,2017,940000,Barry,PI,Doncaster East
Eastern Metropolitan,2017,1310000,Fletchers,VB,Doncaster East
Eastern Metropolitan,2017,660000,Ray,SA,Doncaster East
Eastern Metropolitan,2017,1563000,Barry,S,Doncaster East
Eastern Metropolitan,2017,950000,Fletchers,S,Doncaster East
Eastern Metropolitan,2017,1400000,Jellis,PI,Doncaster East
Eastern Metropolitan,2017,1500000,Jellis,S,Donvale
South-Eastern Metropolitan,2017,900000,hockingstuart,S,Edithvale
South-Eastern Metropolitan,2017,835000,Eview,SP,Edithvale
South-Eastern Metropolitan,2017,782000,Property,S,Edithvale
Southern Metropolitan,2017,2140000,Biggin,S,Elsternwick
Southern Metropolitan,2017,631000,Gary,PI,Elsternwick
Southern Metropolitan,2017,595000,Biggin,S,Elsternwick
Southern Metropolitan,2017,834000,Biggin,S,Elsternwick
Eastern Metropolitan,2017,915000,Barry,S,Eltham
Eastern Metropolitan,2017,985000,Fletchers,S,Eltham
Eastern Metropolitan,2017,1525000,Fletchers,S,Eltham
Eastern Metropolitan,2017,955000,Buckingham,PI,Eltham
Eastern Metropolitan,2017,1500000,Morrison,PI,Eltham
Eastern Metropolitan,2017,930000,Buckingham,SP,Eltham
Southern Metropolitan,2017,2925000,Chisholm,PI,Elwood
Southern Metropolitan,2017,912000,Chisholm,S,Elwood
South-Eastern Metropolitan,2017,910000,Del,SP,Endeavour Hills
